IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.94.111.67,2087,80,false,ORD,North America,Chicago,200,0.00
35.94.111.67,80,80,false,ORD,North America,Chicago,202,0.00
35.94.111.67,8443,80,false,ORD,North America,Chicago,200,0.00
35.94.111.67,2086,80,false,ORD,North America,Chicago,204,0.00
35.94.111.67,2095,80,false,ORD,North America,Chicago,204,0.00
65.0.170.202,8080,80,false,ORD,North America,Chicago,187,0.00
65.0.170.202,8880,80,false,ORD,North America,Chicago,97,0.00
13.232.124.236,8443,80,false,ORD,North America,Chicago,134,0.00
65.0.170.202,2086,80,false,ORD,North America,Chicago,252,0.00
13.232.124.236,8080,80,false,ORD,North America,Chicago,154,0.00
65.0.170.202,2053,80,false,ORD,North America,Chicago,158,0.00
65.0.170.202,80,80,false,ORD,North America,Chicago,189,0.00
65.0.170.202,2082,80,false,ORD,North America,Chicago,178,0.00
13.232.124.236,8880,80,false,ORD,North America,Chicago,202,0.00
13.232.124.236,80,80,false,ORD,North America,Chicago,191,0.00
13.201.77.134,2082,80,false,ORD,North America,Chicago,165,0.00
13.201.77.134,2095,80,false,ORD,North America,Chicago,137,0.00
13.201.77.134,2087,80,false,ORD,North America,Chicago,212,0.00
13.201.77.134,80,80,false,ORD,North America,Chicago,184,0.00
13.201.77.134,8080,80,false,ORD,North America,Chicago,89,0.00
35.88.241.242,8080,80,false,ORD,North America,Chicago,201,0.00
18.134.97.109,80,80,false,ORD,North America,Chicago,159,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,Singapore,35,0.00
13.126.254.121,80,8080,false,BOM,Asia Pacific,Mumbai,60,0.00
13.239.113.62,8443,443,true,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2053,80,false,SYD,Oceania,Sydney,94,0.00
54.79.197.209,2095,80,false,SYD,Oceania,Sydney,96,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,96,0.00
54.79.197.209,2083,80,false,SYD,Oceania,Sydney,97,0.00
54.79.190.249,2095,80,false,SYD,Oceania,Sydney,99,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,102,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,103,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,103,0.00
54.79.190.249,2087,80,false,SYD,Oceania,Sydney,104,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,106,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,107,0.00
54.79.190.249,2086,80,false,SYD,Oceania,Sydney,111,0.00
54.79.190.249,2083,80,false,SYD,Oceania,Sydney,111,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,112,0.00
54.79.129.232,2086,80,false,SYD,Oceania,Sydney,115,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,115,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,116,0.00
54.79.197.209,2086,80,false,SYD,Oceania,Sydney,116,0.00
54.79.129.232,2052,80,false,SYD,Oceania,Sydney,117,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,117,0.00
13.211.0.227,2086,80,false,SYD,Oceania,Sydney,123,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,124,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,126,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,127,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,131,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,131,0.00
54.79.197.209,2052,80,false,SYD,Oceania,Sydney,133,0.00
54.79.208.59,2052,80,false,SYD,Oceania,Sydney,137,0.00
54.79.176.136,2095,80,false,SYD,Oceania,Sydney,137,0.00
54.79.129.232,2083,80,false,SYD,Oceania,Sydney,141,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,141,0.00
13.211.0.227,2053,80,false,SYD,Oceania,Sydney,141,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,142,0.00
54.79.190.249,2082,80,false,SYD,Oceania,Sydney,143,0.00
13.55.59.224,2086,80,false,SYD,Oceania,Sydney,150,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,154,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,157,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,158,0.00
54.79.197.209,2096,80,false,SYD,Oceania,Sydney,159,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,160,0.00
13.36.253.240,2053,80,false,CDG,Europe,Paris,160,0.00
13.36.162.145,2083,80,false,CDG,Europe,Paris,161,0.00
99.80.238.19,2053,80,false,DUB,Europe,Dublin,161,0.00
13.36.63.124,2053,80,false,CDG,Europe,Paris,161,0.00
54.79.190.249,2053,80,false,SYD,Oceania,Sydney,162,0.00
13.36.253.240,2082,80,false,CDG,Europe,Paris,162,0.00
99.80.238.19,2087,80,false,DUB,Europe,Dublin,163,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,163,0.00
13.36.162.145,2082,80,false,CDG,Europe,Paris,163,0.00
13.36.253.240,2096,80,false,CDG,Europe,Paris,164,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,165,0.00
13.36.253.240,2052,80,false,CDG,Europe,Paris,165,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,166,0.00
99.80.238.19,2096,80,false,DUB,Europe,Dublin,167,0.00
54.79.190.249,2096,80,false,SYD,Oceania,Sydney,168,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,169,0.00
13.36.63.124,2095,80,false,CDG,Europe,Paris,170,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,172,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,172,0.00
13.36.24.111,2083,80,false,CDG,Europe,Paris,173,0.00
99.80.238.19,2082,80,false,DUB,Europe,Dublin,173,0.00
13.36.63.124,2086,80,false,CDG,Europe,Paris,174,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,174,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,176,0.00
15.160.252.181,2083,80,false,MXP,Europe,Milan,176,0.00
54.79.197.209,2087,80,false,SYD,Oceania,Sydney,178,0.00
3.9.223.59,443,443,true,LHR,Europe,London,178,0.00
15.160.15.255,2086,80,false,MXP,Europe,Milan,179,0.00
13.36.63.124,2087,80,false,CDG,Europe,Paris,180,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,181,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,181,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,182,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,182,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,182,0.00
99.80.238.19,2083,80,false,DUB,Europe,Dublin,184,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,184,0.00
13.36.24.111,2082,80,false,CDG,Europe,Paris,185,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,185,0.00
13.211.0.227,2052,80,false,SYD,Oceania,Sydney,188,0.00
13.49.119.167,2095,80,false,ARN,Europe,Stockholm,189,0.00
13.48.140.41,2095,80,false,ARN,Europe,Stockholm,189,0.00
13.51.138.200,2053,80,false,ARN,Europe,Stockholm,192,0.00
13.49.119.167,2087,80,false,ARN,Europe,Stockholm,194,0.00
15.160.15.101,2082,80,false,MXP,Europe,Milan,195,0.00
13.51.79.141,2083,443,true,CPH,Europe,Copenhagen,195,0.00
13.48.140.41,2083,80,false,ARN,Europe,Stockholm,195,0.00
13.49.6.192,2053,80,false,ARN,Europe,Stockholm,195,0.00
13.51.138.200,2086,80,false,ARN,Europe,Stockholm,195,0.00
13.49.6.192,2087,80,false,ARN,Europe,Stockholm,196,0.00
15.160.15.101,2095,80,false,MXP,Europe,Milan,197,0.00
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,197,0.00
99.80.238.19,2086,80,false,DUB,Europe,Dublin,197,0.00
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,198,0.00
13.49.6.192,2082,80,false,ARN,Europe,Stockholm,198,0.00
15.160.14.66,2086,80,false,MXP,Europe,Milan,198,0.00
13.49.119.167,2096,80,false,ARN,Europe,Stockholm,199,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,200,0.00
99.80.238.19,2052,80,false,DUB,Europe,Dublin,200,0.00
35.90.119.149,443,443,true,PDX,North America,Portland,200,0.00
13.49.119.167,2086,80,false,ARN,Europe,Stockholm,200,0.00
13.36.24.111,2087,80,false,CDG,Europe,Paris,201,0.00
15.160.15.101,2083,80,false,MXP,Europe,Milan,202,0.00
