IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.201.174,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.35
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,67,10.35
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,57,10.35
8.222.221.86,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.35
8.219.206.180,2087,2087,true,SIN,Asia Pacific,Singapore,88,10.35
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,119,10.34
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.34
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,10.34
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,12,10.34
8.222.209.223,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.34
8.217.239.116,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,10.33
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,72,10.33
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.33
8.219.103.57,8880,8880,false,SIN,Asia Pacific,Singapore,39,10.33
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,121,10.32
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,25,10.32
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.32
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.31
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,24,10.31
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.31
8.219.163.195,2083,2083,true,SIN,Asia Pacific,Singapore,58,10.31
8.222.162.45,2083,2083,true,SIN,Asia Pacific,Singapore,41,10.31
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,64,10.31
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.30
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.29
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,109,10.29
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,29,10.29
8.219.240.160,8443,8443,true,SIN,Asia Pacific,Singapore,98,10.29
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,65,10.29
8.218.2.181,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,10.29
8.222.253.235,2053,2053,true,SIN,Asia Pacific,Singapore,136,10.28
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.28
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.28
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,13,10.28
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,16,10.28
47.251.74.226,80,80,false,LAX,North America,Los Angeles,172,10.27
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,22,10.27
8.219.124.227,2087,2087,true,SIN,Asia Pacific,Singapore,121,10.27
47.236.7.106,8080,8080,false,SIN,Asia Pacific,Singapore,19,10.27
8.219.145.245,80,80,false,SIN,Asia Pacific,Singapore,14,10.27
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,10.26
8.219.74.35,80,80,false,SIN,Asia Pacific,Singapore,15,10.26
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,10.26
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.26
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,342,10.26
8.219.73.188,8443,8443,true,SIN,Asia Pacific,Singapore,98,10.25
8.222.252.150,2052,2052,false,SIN,Asia Pacific,Singapore,22,10.25
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,77,10.25
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.24
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,60,10.24
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,31,10.24
8.219.11.158,2087,2087,true,SIN,Asia Pacific,Singapore,73,10.24
8.219.193.22,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.23
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.23
8.219.153.237,2086,2086,false,NRT,Asia Pacific,Tokyo,77,10.23
8.219.245.187,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.23
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,145,10.23
8.219.206.53,8443,8443,true,SIN,Asia Pacific,Singapore,101,10.22
8.210.107.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,10.22
8.218.201.73,80,80,false,HKG,Asia Pacific,Hong Kong,45,10.22
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,111,10.21
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,110,10.21
8.219.179.34,80,80,false,SIN,Asia Pacific,Singapore,6,10.21
8.219.103.57,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.21
8.219.101.72,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.20
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.20
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,51,10.19
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.19
8.219.83.201,2087,2087,true,SIN,Asia Pacific,Singapore,66,10.19
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,9,10.19
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,100,10.19
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,10.19
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.18
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.18
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,24,10.18
8.219.240.160,2053,2053,true,SIN,Asia Pacific,Singapore,81,10.17
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,5,10.17
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,9,10.17
8.219.84.102,8443,8443,true,SIN,Asia Pacific,Singapore,81,10.17
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.17
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.16
8.222.211.16,8080,8080,false,SIN,Asia Pacific,Singapore,18,10.16
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.16
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.16
8.222.255.15,80,80,false,SIN,Asia Pacific,Singapore,3,10.15
8.222.211.16,2052,2052,false,SIN,Asia Pacific,Singapore,49,10.15
8.219.179.34,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.14
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.14
8.222.249.98,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.14
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,10.14
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,64,10.14
8.219.151.193,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.14
47.236.172.71,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.14
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.13
8.219.137.50,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.13
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,77,10.13
8.222.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,91,10.13
8.219.82.35,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.13
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,111,10.12
8.222.221.90,80,80,false,SIN,Asia Pacific,Singapore,5,10.12
8.219.101.72,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.12
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,62,10.12
47.254.66.75,80,443,true,SJC,North America,San Jose,178,10.12
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,25,10.11
8.222.221.90,8880,8880,false,SIN,Asia Pacific,Singapore,9,10.11
8.219.241.189,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.11
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.10
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.10
8.222.208.83,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.10
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.09
8.218.127.249,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,10.08
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.08
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.08
8.219.126.3,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.08
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,12,10.08
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.08
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.08
8.222.221.90,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.07
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,61,10.07
8.219.197.111,2087,2087,true,SIN,Asia Pacific,Singapore,75,10.07
8.222.252.150,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.07
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,109,10.07
8.219.195.47,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.07
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,5,10.06
47.236.7.106,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.05
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.04
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,60,10.04
8.218.188.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,10.04
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,10.04
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,5,10.04
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.03
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,65,10.03
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,10.03
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,10.02
8.219.241.189,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.02
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,10.01
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,20,10.01
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,12,10.01
8.222.221.86,2083,2083,true,SIN,Asia Pacific,Singapore,111,10.01
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,20,10.01
8.219.12.152,2053,2053,true,SIN,Asia Pacific,Singapore,52,10.00
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,10.00
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,83,9.99
8.219.87.34,8443,8443,true,SIN,Asia Pacific,Singapore,61,9.99
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,208,9.99
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,71,9.99
8.217.149.28,443,443,true,HKG,Asia Pacific,Hong Kong,108,9.98
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,12,9.98
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,9.98
8.219.67.133,443,443,true,SIN,Asia Pacific,Singapore,84,9.98
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,33,9.97
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.97
8.219.228.193,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.97
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,12,9.97
8.222.128.131,2053,2053,true,SIN,Asia Pacific,Singapore,111,9.96
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,11,9.96
8.219.215.214,80,80,false,SIN,Asia Pacific,Singapore,14,9.96
8.222.128.131,80,80,false,SIN,Asia Pacific,Singapore,19,9.95
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,7,9.95
8.219.106.156,2053,2053,true,SIN,Asia Pacific,Singapore,53,9.95
8.219.228.186,2086,2086,false,SIN,Asia Pacific,Singapore,7,9.95
8.219.151.193,2096,2096,true,SIN,Asia Pacific,Singapore,52,9.95
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,160,9.94
8.222.223.34,2053,2053,true,SIN,Asia Pacific,Singapore,100,9.94
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,9.93
8.219.250.239,2086,2086,false,SIN,Asia Pacific,Singapore,11,9.93
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,19,9.91
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,25,9.91
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,71,9.91
